,,0
ELK3,OR2C1,1
ELK3,PCDHGB7,1
ELK3,SH3BP5L,1
ELK3,SKIDA1,1
ELK3,SLC25A27,1
ELK3,SPTBN5,1
ELK3,VIPR1,1
ELK3,ZFP62,1
ELK3,ZNF157,1
ELK3,ZNF425,1
HECW2,KCNN3,1
HECW2,OR2C1,1
HECW2,PCDHGB7,1
HECW2,SH3BP5L,1
HECW2,SKIDA1,1
HECW2,SLC25A27,1
HECW2,VIPR1,1
HECW2,ZFP62,1
HECW2,ZNF157,1
HECW2,ZNF425,1
KCNN3,MAP3K1,1
KCNN3,OR2C1,1
KCNN3,PCDHGB7,1
KCNN3,SH3BP5L,1
KCNN3,SKIDA1,1
KCNN3,SLC25A27,1
KCNN3,SPTBN5,1
KCNN3,VIPR1,1
KCNN3,ZFP62,1
KCNN3,ZNF157,1
KCNN3,ZNF425,1
MAP3K1,OR2C1,1
MAP3K1,PCDHGB7,1
MAP3K1,SH3BP5L,1
MAP3K1,SKIDA1,1
MAP3K1,SLC25A27,1
MAP3K1,SPTBN5,1
MAP3K1,VIPR1,1
MAP3K1,ZFP62,1
MAP3K1,ZNF157,1
MAP3K1,ZNF425,1
OR2C1,PCDHGB7,1
OR2C1,SH3BP5L,1
OR2C1,SKIDA1,1
OR2C1,SLC25A27,1
OR2C1,SPTBN5,1
OR2C1,VIPR1,1
OR2C1,ZFP62,1
OR2C1,ZNF157,1
OR2C1,ZNF425,1
PCDHGB7,SH3BP5L,1
PCDHGB7,SKIDA1,1
PCDHGB7,SLC25A27,1
PCDHGB7,SPTBN5,1
PCDHGB7,VIPR1,1
PCDHGB7,ZFP62,1
PCDHGB7,ZNF157,1
PCDHGB7,ZNF425,1
SH3BP5L,SKIDA1,1
SH3BP5L,SLC25A27,1
SH3BP5L,SPTBN5,1
SH3BP5L,VIPR1,1
SH3BP5L,ZFP62,1
SH3BP5L,ZNF157,1
SH3BP5L,ZNF425,1
SKIDA1,SLC25A27,1
SKIDA1,SPTBN5,1
SKIDA1,VIPR1,1
SKIDA1,ZFP62,1
SKIDA1,ZNF157,1
SKIDA1,ZNF425,1
SLC25A27,SPTBN5,1
SLC25A27,VIPR1,1
SLC25A27,ZFP62,1
SLC25A27,ZNF157,1
SLC25A27,ZNF425,1
SPTBN5,VIPR1,1
SPTBN5,ZFP62,1
SPTBN5,ZNF157,1
SPTBN5,ZNF425,1
VIPR1,ZFP62,1
VIPR1,ZNF157,1
VIPR1,ZNF425,1
ZFP62,ZNF157,1
ZFP62,ZNF425,1
ZNF157,ZNF425,1
ABCF1,AKR1B15,1
ABCF1,ALDH18A1,1
ABCF1,ANK3,1
ABCF1,ATM,1
ABCF1,AVL9,1
ABCF1,BCAM,1
ABCF1,BCL9,1
ABCF1,BMP15,1
ABCF1,C3orf17,1
ABCF1,CCDC7,1
ABCF1,CCND3,1
ABCF1,CCNK,1
ABCF1,CD207,1
ABCF1,CDCP2,1
ABCF1,CNIH3,1
ABCF1,COMT,1
ABCF1,CREBBP,1
ABCF1,CT47B1,1
ABCF1,DICER1,1
ABCF1,DNASE1L1,1
ABCF1,EDRF1,1
ABCF1,EPB41L4B,1
ABCF1,GABRR1,1
ABCF1,GLIS2,1
ABCF1,GLT8D1,1
ABCF1,GLTSCR1,1
ABCF1,GSC,1
ABCF1,HDAC6,1
ABCF1,HTR1F,1
ABCF1,IL2,1
ABCF1,ITGA4,1
ABCF1,KIAA0556,1
ABCF1,KIF4B,1
ABCF1,KNDC1,1
ABCF1,LILRB5,1
ABCF1,LRP1B,1
ABCF1,LYST,1
ABCF1,MOCS1,1
ABCF1,NDFIP1,1
ABCF1,OR10P1,1
ABCF1,OR51G1,1
ABCF1,PEF1,1
ABCF1,PPARD,1
ABCF1,PRKCD,1
ABCF1,PRKCH,1
ABCF1,PRPF38A,1
ABCF1,SCYL3,1
ABCF1,SEC31A,1
ABCF1,SHPRH,1
ABCF1,SLC17A3,1
ABCF1,SLC39A12,1
ABCF1,TIAM2,1
ABCF1,TJP2,1
ABCF1,TMEM214,1
ABCF1,TNKS1BP1,1
ABCF1,TP53,1
ABCF1,TTC40,1
ABCF1,UBASH3A,1
ABCF1,USP39,1
ABCF1,ZBTB8A,1
AKR1B15,ALDH18A1,1
AKR1B15,ANK3,1
AKR1B15,ATM,1
AKR1B15,AVL9,1
AKR1B15,BCAM,1
AKR1B15,BCL9,1
AKR1B15,BMP15,1
AKR1B15,C3orf17,1
AKR1B15,CCDC7,1
AKR1B15,CCND3,1
AKR1B15,CCNK,1
AKR1B15,CD207,1
AKR1B15,CDCP2,1
AKR1B15,CNIH3,1
AKR1B15,COMT,1
AKR1B15,CREBBP,1
AKR1B15,CT47B1,1
AKR1B15,DICER1,1
AKR1B15,DNASE1L1,1
AKR1B15,EDRF1,1
AKR1B15,EPB41L4B,1
AKR1B15,GABRR1,1
AKR1B15,GLIS2,1
AKR1B15,GLT8D1,1
AKR1B15,GLTSCR1,1
AKR1B15,GSC,1
AKR1B15,HDAC6,1
AKR1B15,HTR1F,1
AKR1B15,IL2,1
AKR1B15,ITGA4,1
AKR1B15,KIAA0556,1
AKR1B15,KIF4B,1
AKR1B15,KNDC1,1
AKR1B15,LILRB5,1
AKR1B15,LRP1B,1
AKR1B15,LYST,1
AKR1B15,MOCS1,1
AKR1B15,NDFIP1,1
AKR1B15,OR10P1,1
AKR1B15,OR51G1,1
AKR1B15,PEF1,1
AKR1B15,PPARD,1
AKR1B15,PRKCD,1
AKR1B15,PRKCH,1
AKR1B15,PRPF38A,1
AKR1B15,SCYL3,1
AKR1B15,SEC31A,1
AKR1B15,SHPRH,1
AKR1B15,SLC17A3,1
AKR1B15,SLC39A12,1
AKR1B15,TIAM2,1
AKR1B15,TJP2,1
AKR1B15,TMEM214,1
AKR1B15,TNKS1BP1,1
AKR1B15,TP53,1
AKR1B15,TTC40,1
AKR1B15,UBASH3A,1
AKR1B15,USP39,1
AKR1B15,ZBTB8A,1
ALDH18A1,ANK3,1
ALDH18A1,ATM,1
ALDH18A1,AVL9,1
ALDH18A1,BCAM,1
ALDH18A1,BCL9,1
ALDH18A1,BMP15,1
ALDH18A1,C3orf17,1
ALDH18A1,CCDC7,1
ALDH18A1,CCND3,1
ALDH18A1,CCNK,1
ALDH18A1,CD207,1
ALDH18A1,CDCP2,1
ALDH18A1,CNIH3,1
ALDH18A1,COMT,1
ALDH18A1,CREBBP,1
ALDH18A1,CT47B1,1
ALDH18A1,DICER1,1
ALDH18A1,DNASE1L1,1
ALDH18A1,EDRF1,1
ALDH18A1,EPB41L4B,1
ALDH18A1,GABRR1,1
ALDH18A1,GLIS2,1
ALDH18A1,GLT8D1,1
ALDH18A1,GLTSCR1,1
ALDH18A1,GSC,1
ALDH18A1,HDAC6,1
ALDH18A1,HTR1F,1
ALDH18A1,IL2,1
ALDH18A1,ITGA4,1
ALDH18A1,KIAA0556,1
ALDH18A1,KIF4B,1
ALDH18A1,KNDC1,1
ALDH18A1,LILRB5,1
ALDH18A1,LRP1B,1
ALDH18A1,LYST,1
ALDH18A1,MOCS1,1
ALDH18A1,NDFIP1,1
ALDH18A1,OR10P1,1
ALDH18A1,OR51G1,1
ALDH18A1,PEF1,1
ALDH18A1,PPARD,1
ALDH18A1,PRKCD,1
ALDH18A1,PRKCH,1
ALDH18A1,PRPF38A,1
ALDH18A1,SCYL3,1
ALDH18A1,SEC31A,1
ALDH18A1,SHPRH,1
ALDH18A1,SLC17A3,1
ALDH18A1,SLC39A12,1
ALDH18A1,TIAM2,1
ALDH18A1,TJP2,1
ALDH18A1,TMEM214,1
ALDH18A1,TNKS1BP1,1
ALDH18A1,TP53,1
ALDH18A1,TTC40,1
ALDH18A1,UBASH3A,1
ALDH18A1,USP39,1
ALDH18A1,ZBTB8A,1
ANK3,AVL9,1
ANK3,BCAM,1
ANK3,BCL9,1
ANK3,BMP15,1
ANK3,C3orf17,1
ANK3,CCDC7,1
ANK3,CCND3,1
ANK3,CCNK,1
ANK3,CD207,1
ANK3,CDCP2,1
ANK3,CNIH3,1
ANK3,COMT,1
ANK3,CREBBP,1
ANK3,CT47B1,1
ANK3,DICER1,1
ANK3,DNASE1L1,1
ANK3,EDRF1,1
ANK3,EPB41L4B,1
ANK3,GABRR1,1
ANK3,GLIS2,1
ANK3,GLT8D1,1
ANK3,GSC,1
ANK3,HDAC6,1
ANK3,HTR1F,1
ANK3,IL2,1
ANK3,ITGA4,1
ANK3,KIAA0556,1
ANK3,KIF4B,1
ANK3,KNDC1,1
ANK3,LILRB5,1
ANK3,LYST,1
ANK3,MOCS1,1
ANK3,NDFIP1,1
ANK3,OR10P1,1
ANK3,OR51G1,1
ANK3,PEF1,1
ANK3,PPARD,1
ANK3,PRKCD,1
ANK3,PRKCH,1
ANK3,PRPF38A,1
ANK3,SCYL3,1
ANK3,SHPRH,1
ANK3,SLC17A3,1
ANK3,SLC39A12,1
ANK3,TIAM2,1
ANK3,TJP2,1
ANK3,TMEM214,1
ANK3,TNKS1BP1,1
ANK3,TTC40,1
ANK3,UBASH3A,1
ANK3,USP39,1
ANK3,ZBTB8A,1
ATM,AVL9,1
ATM,BCAM,1
ATM,BCL9,1
ATM,BMP15,1
ATM,C3orf17,1
ATM,CCDC7,1
ATM,CCND3,1
ATM,CCNK,1
ATM,CD207,1
ATM,CDCP2,1
ATM,CNIH3,1
ATM,COMT,1
ATM,CREBBP,1
ATM,CT47B1,1
ATM,DICER1,1
ATM,DNASE1L1,1
ATM,EDRF1,1
ATM,EPB41L4B,1
ATM,GABRR1,1
ATM,GLIS2,1
ATM,GLT8D1,1
ATM,GSC,1
ATM,HDAC6,1
ATM,HTR1F,1
ATM,IL2,1
ATM,ITGA4,1
ATM,KIAA0556,1
ATM,KIF4B,1
ATM,KNDC1,1
ATM,LILRB5,1
ATM,LRP1B,1
ATM,LYST,1
ATM,MOCS1,1
ATM,NDFIP1,1
ATM,OR10P1,1
ATM,OR51G1,1
ATM,PEF1,1
ATM,PPARD,1
ATM,PRKCD,1
ATM,PRKCH,1
ATM,PRPF38A,1
ATM,SCYL3,1
ATM,SHPRH,1
ATM,SLC17A3,1
ATM,SLC39A12,1
ATM,TIAM2,1
ATM,TJP2,1
ATM,TMEM214,1
ATM,TNKS1BP1,1
ATM,TTC40,1
ATM,UBASH3A,1
ATM,USP39,1
ATM,ZBTB8A,1
AVL9,BCAM,1
AVL9,BCL9,1
AVL9,BMP15,1
AVL9,C3orf17,1
AVL9,CCDC7,1
AVL9,CCND3,1
AVL9,CCNK,1
AVL9,CD207,1
AVL9,CDCP2,1
AVL9,CNIH3,1
AVL9,COMT,1
AVL9,CREBBP,1
AVL9,CT47B1,1
AVL9,DICER1,1
AVL9,DNASE1L1,1
AVL9,EDRF1,1
AVL9,EPB41L4B,1
AVL9,GLIS2,1
AVL9,GLT8D1,1
AVL9,GLTSCR1,1
AVL9,GSC,1
AVL9,HDAC6,1
AVL9,HTR1F,1
AVL9,IL2,1
AVL9,ITGA4,1
AVL9,KIAA0556,1
AVL9,KIF4B,1
AVL9,KNDC1,1
AVL9,LILRB5,1
AVL9,LRP1B,1
AVL9,LYST,1
AVL9,MOCS1,1
AVL9,NDFIP1,1
AVL9,OR10P1,1
AVL9,OR51G1,1
AVL9,PEF1,1
AVL9,PPARD,1
AVL9,PRKCD,1
AVL9,PRKCH,1
AVL9,PRPF38A,1
AVL9,SCYL3,1
AVL9,SEC31A,1
AVL9,SHPRH,1
AVL9,SLC17A3,1
AVL9,SLC39A12,1
AVL9,TIAM2,1
AVL9,TJP2,1
AVL9,TMEM214,1
AVL9,TNKS1BP1,1
AVL9,TTC40,1
AVL9,UBASH3A,1
AVL9,USP39,1
AVL9,ZBTB8A,1
BCAM,BCL9,1
BCAM,BMP15,1
BCAM,C3orf17,1
BCAM,CCDC7,1
BCAM,CCND3,1
BCAM,CCNK,1
BCAM,CD207,1
BCAM,CDCP2,1
BCAM,CNIH3,1
BCAM,COMT,1
BCAM,CREBBP,1
BCAM,CT47B1,1
BCAM,DICER1,1
BCAM,DNASE1L1,1
BCAM,EDRF1,1
BCAM,EPB41L4B,1
BCAM,GABRR1,1
BCAM,GLIS2,1
BCAM,GLT8D1,1
BCAM,GLTSCR1,1
BCAM,GSC,1
BCAM,HDAC6,1
BCAM,HTR1F,1
BCAM,IL2,1
BCAM,ITGA4,1
BCAM,KIAA0556,1
BCAM,KNDC1,1
BCAM,LILRB5,1
BCAM,LRP1B,1
BCAM,LYST,1
BCAM,MOCS1,1
BCAM,NDFIP1,1
BCAM,OR10P1,1
BCAM,OR51G1,1
BCAM,PEF1,1
BCAM,PPARD,1
BCAM,PRKCD,1
BCAM,PRKCH,1
BCAM,PRPF38A,1
BCAM,SCYL3,1
BCAM,SEC31A,1
BCAM,SHPRH,1
BCAM,SLC17A3,1
BCAM,SLC39A12,1
BCAM,TIAM2,1
BCAM,TJP2,1
BCAM,TMEM214,1
BCAM,TTC40,1
BCAM,UBASH3A,1
BCAM,USP39,1
BCAM,ZBTB8A,1
BCL9,BMP15,1
BCL9,C3orf17,1
BCL9,CCDC7,1
BCL9,CCND3,1
BCL9,CCNK,1
BCL9,CD207,1
BCL9,CDCP2,1
BCL9,CNIH3,1
BCL9,COMT,1
BCL9,CREBBP,1
BCL9,CT47B1,1
BCL9,DICER1,1
BCL9,DNASE1L1,1
BCL9,EDRF1,1
BCL9,EPB41L4B,1
BCL9,GABRR1,1
BCL9,GLIS2,1
BCL9,GLT8D1,1
BCL9,GLTSCR1,1
BCL9,GSC,1
BCL9,HDAC6,1
BCL9,HTR1F,1
BCL9,IL2,1
BCL9,ITGA4,1
BCL9,KIAA0556,1
BCL9,KIF4B,1
BCL9,KNDC1,1
BCL9,LILRB5,1
BCL9,LRP1B,1
BCL9,LYST,1
BCL9,MOCS1,1
BCL9,NDFIP1,1
BCL9,OR10P1,1
BCL9,OR51G1,1
BCL9,PEF1,1
BCL9,PPARD,1
BCL9,PRKCD,1
BCL9,PRKCH,1
BCL9,PRPF38A,1
BCL9,SCYL3,1
BCL9,SEC31A,1
BCL9,SHPRH,1
BCL9,SLC17A3,1
BCL9,SLC39A12,1
BCL9,TIAM2,1
BCL9,TJP2,1
BCL9,TMEM214,1
BCL9,TNKS1BP1,1
BCL9,TP53,1
BCL9,TTC40,1
BCL9,UBASH3A,1
BCL9,USP39,1
BCL9,ZBTB8A,1
BMP15,C3orf17,1
BMP15,CCDC7,1
BMP15,CCND3,1
BMP15,CCNK,1
BMP15,CD207,1
BMP15,CDCP2,1
BMP15,CNIH3,1
BMP15,COMT,1
BMP15,CREBBP,1
BMP15,CT47B1,1
BMP15,DICER1,1
BMP15,DNASE1L1,1
BMP15,EDRF1,1
BMP15,EPB41L4B,1
BMP15,GABRR1,1
BMP15,GLIS2,1
BMP15,GLT8D1,1
BMP15,GLTSCR1,1
BMP15,GSC,1
BMP15,HDAC6,1
BMP15,HTR1F,1
BMP15,IL2,1
BMP15,ITGA4,1
BMP15,KIAA0556,1
BMP15,KIF4B,1
BMP15,KNDC1,1
BMP15,LILRB5,1
BMP15,LRP1B,1
BMP15,LYST,1
BMP15,MOCS1,1
BMP15,NDFIP1,1
BMP15,OR10P1,1
BMP15,OR51G1,1
BMP15,PEF1,1
BMP15,PPARD,1
BMP15,PRKCD,1
BMP15,PRKCH,1
BMP15,PRPF38A,1
BMP15,SCYL3,1
BMP15,SEC31A,1
BMP15,SHPRH,1
BMP15,SLC17A3,1
BMP15,SLC39A12,1
BMP15,TIAM2,1
BMP15,TJP2,1
BMP15,TMEM214,1
BMP15,TNKS1BP1,1
BMP15,TP53,1
BMP15,TTC40,1
BMP15,UBASH3A,1
BMP15,USP39,1
BMP15,ZBTB8A,1
C3orf17,CCDC7,1
C3orf17,CCND3,1
C3orf17,CCNK,1
C3orf17,CD207,1
C3orf17,CDCP2,1
C3orf17,CNIH3,1
C3orf17,COMT,1
C3orf17,CREBBP,1
C3orf17,CT47B1,1
C3orf17,DICER1,1
C3orf17,DNASE1L1,1
C3orf17,EDRF1,1
C3orf17,EPB41L4B,1
C3orf17,GABRR1,1
C3orf17,GLIS2,1
C3orf17,GLT8D1,1
C3orf17,GLTSCR1,1
C3orf17,GSC,1
C3orf17,HDAC6,1
C3orf17,HTR1F,1
C3orf17,IL2,1
C3orf17,ITGA4,1
C3orf17,KIAA0556,1
C3orf17,KIF4B,1
C3orf17,KNDC1,1
C3orf17,LILRB5,1
C3orf17,LRP1B,1
C3orf17,LYST,1
C3orf17,MOCS1,1
C3orf17,NDFIP1,1
C3orf17,OR10P1,1
C3orf17,OR51G1,1
C3orf17,PEF1,1
C3orf17,PPARD,1
C3orf17,PRKCD,1
C3orf17,PRKCH,1
C3orf17,PRPF38A,1
C3orf17,SCYL3,1
C3orf17,SEC31A,1
C3orf17,SHPRH,1
C3orf17,SLC17A3,1
C3orf17,SLC39A12,1
C3orf17,TIAM2,1
C3orf17,TJP2,1
C3orf17,TMEM214,1
C3orf17,TNKS1BP1,1
C3orf17,TP53,1
C3orf17,TTC40,1
C3orf17,UBASH3A,1
C3orf17,USP39,1
C3orf17,ZBTB8A,1
CCDC7,CCND3,1
CCDC7,CCNK,1
CCDC7,CD207,1
CCDC7,CDCP2,1
CCDC7,CNIH3,1
CCDC7,COMT,1
CCDC7,CREBBP,1
CCDC7,CT47B1,1
CCDC7,DICER1,1
CCDC7,DNASE1L1,1
CCDC7,EDRF1,1
CCDC7,EPB41L4B,1
CCDC7,GABRR1,1
CCDC7,GLIS2,1
CCDC7,GLT8D1,1
CCDC7,GLTSCR1,1
CCDC7,GSC,1
CCDC7,HDAC6,1
CCDC7,HTR1F,1
CCDC7,IL2,1
CCDC7,ITGA4,1
CCDC7,KIAA0556,1
CCDC7,KIF4B,1
CCDC7,KNDC1,1
CCDC7,LILRB5,1
CCDC7,LRP1B,1
CCDC7,LYST,1
CCDC7,MOCS1,1
CCDC7,NDFIP1,1
CCDC7,OR10P1,1
CCDC7,OR51G1,1
CCDC7,PEF1,1
CCDC7,PPARD,1
CCDC7,PRKCD,1
CCDC7,PRKCH,1
CCDC7,PRPF38A,1
CCDC7,SCYL3,1
CCDC7,SEC31A,1
CCDC7,SHPRH,1
CCDC7,SLC17A3,1
CCDC7,SLC39A12,1
CCDC7,TIAM2,1
CCDC7,TJP2,1
CCDC7,TMEM214,1
CCDC7,TNKS1BP1,1
CCDC7,TP53,1
CCDC7,TTC40,1
CCDC7,UBASH3A,1
CCDC7,USP39,1
CCDC7,ZBTB8A,1
CCND3,CCNK,1
CCND3,CD207,1
CCND3,CDCP2,1
CCND3,CNIH3,1
CCND3,COMT,1
CCND3,CREBBP,1
CCND3,CT47B1,1
CCND3,DICER1,1
CCND3,DNASE1L1,1
CCND3,EDRF1,1
CCND3,EPB41L4B,1
CCND3,GABRR1,1
CCND3,GLIS2,1
CCND3,GLT8D1,1
CCND3,GLTSCR1,1
CCND3,GSC,1
CCND3,HDAC6,1
CCND3,HTR1F,1
CCND3,IL2,1
CCND3,ITGA4,1
CCND3,KIAA0556,1
CCND3,KIF4B,1
CCND3,KNDC1,1
CCND3,LILRB5,1
CCND3,LRP1B,1
CCND3,LYST,1
CCND3,MOCS1,1
CCND3,NDFIP1,1
CCND3,OR10P1,1
CCND3,OR51G1,1
CCND3,PEF1,1
CCND3,PPARD,1
CCND3,PRKCD,1
CCND3,PRKCH,1
CCND3,PRPF38A,1
CCND3,SCYL3,1
CCND3,SEC31A,1
CCND3,SHPRH,1
CCND3,SLC17A3,1
CCND3,SLC39A12,1
CCND3,TIAM2,1
CCND3,TJP2,1
CCND3,TMEM214,1
CCND3,TNKS1BP1,1
CCND3,TP53,1
CCND3,TTC40,1
CCND3,UBASH3A,1
CCND3,USP39,1
CCND3,ZBTB8A,1
CCNK,CD207,1
CCNK,CDCP2,1
CCNK,CNIH3,1
CCNK,COMT,1
CCNK,CREBBP,1
CCNK,CT47B1,1
CCNK,DICER1,1
CCNK,DNASE1L1,1
CCNK,EDRF1,1
CCNK,EPB41L4B,1
CCNK,GABRR1,1
CCNK,GLIS2,1
CCNK,GLT8D1,1
CCNK,GLTSCR1,1
CCNK,GSC,1
CCNK,HDAC6,1
CCNK,HTR1F,1
CCNK,IL2,1
CCNK,ITGA4,1
CCNK,KIAA0556,1
CCNK,KIF4B,1
CCNK,KNDC1,1
CCNK,LILRB5,1
CCNK,LRP1B,1
CCNK,LYST,1
CCNK,MOCS1,1
CCNK,NDFIP1,1
CCNK,OR10P1,1
CCNK,OR51G1,1
CCNK,PEF1,1
CCNK,PPARD,1
CCNK,PRKCD,1
CCNK,PRKCH,1
CCNK,PRPF38A,1
CCNK,SCYL3,1
CCNK,SEC31A,1
CCNK,SHPRH,1
CCNK,SLC17A3,1
CCNK,SLC39A12,1
CCNK,TIAM2,1
CCNK,TJP2,1
CCNK,TMEM214,1
CCNK,TNKS1BP1,1
CCNK,TP53,1
CCNK,TTC40,1
CCNK,UBASH3A,1
CCNK,USP39,1
CCNK,ZBTB8A,1
CD207,CDCP2,1
CD207,CNIH3,1
CD207,COMT,1
CD207,CREBBP,1
CD207,CT47B1,1
CD207,DICER1,1
CD207,DNASE1L1,1
CD207,EDRF1,1
CD207,EPB41L4B,1
CD207,GABRR1,1
CD207,GLIS2,1
CD207,GLT8D1,1
CD207,GLTSCR1,1
CD207,GSC,1
CD207,HDAC6,1
CD207,HTR1F,1
CD207,IL2,1
CD207,ITGA4,1
CD207,KIAA0556,1
CD207,KIF4B,1
CD207,KNDC1,1
CD207,LILRB5,1
CD207,LRP1B,1
CD207,LYST,1
CD207,MOCS1,1
CD207,NDFIP1,1
CD207,OR10P1,1
CD207,OR51G1,1
CD207,PEF1,1
CD207,PPARD,1
CD207,PRKCD,1
CD207,PRKCH,1
CD207,PRPF38A,1
CD207,SCYL3,1
CD207,SEC31A,1
CD207,SHPRH,1
CD207,SLC17A3,1
CD207,SLC39A12,1
CD207,TIAM2,1
CD207,TJP2,1
CD207,TMEM214,1
CD207,TNKS1BP1,1
CD207,TTC40,1
CD207,UBASH3A,1
CD207,USP39,1
CD207,ZBTB8A,1
CDCP2,CNIH3,1
CDCP2,COMT,1
CDCP2,CREBBP,1
CDCP2,CT47B1,1
CDCP2,DICER1,1
CDCP2,DNASE1L1,1
CDCP2,EDRF1,1
CDCP2,EPB41L4B,1
CDCP2,GABRR1,1
CDCP2,GLIS2,1
CDCP2,GLT8D1,1
CDCP2,GLTSCR1,1
CDCP2,GSC,1
CDCP2,HDAC6,1
CDCP2,HTR1F,1
CDCP2,IL2,1
CDCP2,ITGA4,1
CDCP2,KIAA0556,1
CDCP2,KIF4B,1
CDCP2,KNDC1,1
CDCP2,LILRB5,1
CDCP2,LRP1B,1
CDCP2,LYST,1
CDCP2,MOCS1,1
CDCP2,NDFIP1,1
CDCP2,OR10P1,1
CDCP2,OR51G1,1
CDCP2,PEF1,1
CDCP2,PPARD,1
CDCP2,PRKCD,1
CDCP2,PRKCH,1
CDCP2,PRPF38A,1
CDCP2,SCYL3,1
CDCP2,SEC31A,1
CDCP2,SHPRH,1
CDCP2,SLC17A3,1
CDCP2,SLC39A12,1
CDCP2,TIAM2,1
CDCP2,TJP2,1
CDCP2,TMEM214,1
CDCP2,TNKS1BP1,1
CDCP2,TP53,1
CDCP2,TTC40,1
CDCP2,UBASH3A,1
CDCP2,USP39,1
CDCP2,ZBTB8A,1
CNIH3,COMT,1
CNIH3,CREBBP,1
CNIH3,CT47B1,1
CNIH3,DICER1,1
CNIH3,DNASE1L1,1
CNIH3,EDRF1,1
CNIH3,EPB41L4B,1
CNIH3,GABRR1,1
CNIH3,GLIS2,1
CNIH3,GLT8D1,1
CNIH3,GLTSCR1,1
CNIH3,GSC,1
CNIH3,HDAC6,1
CNIH3,HTR1F,1
CNIH3,IL2,1
CNIH3,ITGA4,1
CNIH3,KIAA0556,1
CNIH3,KIF4B,1
CNIH3,KNDC1,1
CNIH3,LILRB5,1
CNIH3,LRP1B,1
CNIH3,LYST,1
CNIH3,MOCS1,1
CNIH3,NDFIP1,1
CNIH3,OR10P1,1
CNIH3,OR51G1,1
CNIH3,PEF1,1
CNIH3,PPARD,1
CNIH3,PRKCD,1
CNIH3,PRKCH,1
CNIH3,PRPF38A,1
CNIH3,SCYL3,1
CNIH3,SEC31A,1
CNIH3,SHPRH,1
CNIH3,SLC17A3,1
CNIH3,SLC39A12,1
CNIH3,TIAM2,1
CNIH3,TJP2,1
CNIH3,TMEM214,1
CNIH3,TNKS1BP1,1
CNIH3,TP53,1
CNIH3,TTC40,1
CNIH3,UBASH3A,1
CNIH3,USP39,1
CNIH3,ZBTB8A,1
COMT,CREBBP,1
COMT,CT47B1,1
COMT,DICER1,1
COMT,DNASE1L1,1
COMT,EDRF1,1
COMT,EPB41L4B,1
COMT,GABRR1,1
COMT,GLIS2,1
COMT,GLT8D1,1
COMT,GLTSCR1,1
COMT,GSC,1
COMT,HDAC6,1
COMT,HTR1F,1
COMT,IL2,1
COMT,ITGA4,1
COMT,KIAA0556,1
COMT,KIF4B,1
COMT,KNDC1,1
COMT,LILRB5,1
COMT,LRP1B,1
COMT,LYST,1
COMT,MOCS1,1
COMT,NDFIP1,1
COMT,OR10P1,1
COMT,OR51G1,1
COMT,PEF1,1
COMT,PPARD,1
COMT,PRKCD,1
COMT,PRKCH,1
COMT,PRPF38A,1
COMT,SCYL3,1
COMT,SEC31A,1
COMT,SHPRH,1
COMT,SLC17A3,1
COMT,SLC39A12,1
COMT,TIAM2,1
COMT,TJP2,1
COMT,TMEM214,1
COMT,TNKS1BP1,1
COMT,TP53,1
COMT,TTC40,1
COMT,UBASH3A,1
COMT,USP39,1
COMT,ZBTB8A,1
CREBBP,CT47B1,1
CREBBP,DICER1,1
CREBBP,DNASE1L1,1
CREBBP,EDRF1,1
CREBBP,EPB41L4B,1
CREBBP,GABRR1,1
CREBBP,GLIS2,1
CREBBP,GLT8D1,1
CREBBP,GLTSCR1,1
CREBBP,GSC,1
CREBBP,HDAC6,1
CREBBP,HTR1F,1
CREBBP,IL2,1
CREBBP,ITGA4,1
CREBBP,KIAA0556,1
CREBBP,KIF4B,1
CREBBP,KNDC1,1
CREBBP,LILRB5,1
CREBBP,LRP1B,1
CREBBP,LYST,1
CREBBP,MOCS1,1
CREBBP,NDFIP1,1
CREBBP,OR10P1,1
CREBBP,OR51G1,1
CREBBP,PEF1,1
CREBBP,PPARD,1
CREBBP,PRKCD,1
CREBBP,PRKCH,1
CREBBP,PRPF38A,1
CREBBP,SCYL3,1
CREBBP,SEC31A,1
CREBBP,SHPRH,1
CREBBP,SLC17A3,1
CREBBP,SLC39A12,1
CREBBP,TIAM2,1
CREBBP,TJP2,1
CREBBP,TMEM214,1
CREBBP,TNKS1BP1,1
CREBBP,TP53,1
CREBBP,TTC40,1
CREBBP,UBASH3A,1
CREBBP,USP39,1
CREBBP,ZBTB8A,1
CT47B1,DICER1,1
CT47B1,DNASE1L1,1
CT47B1,EDRF1,1
CT47B1,EPB41L4B,1
CT47B1,GABRR1,1
CT47B1,GLIS2,1
CT47B1,GLT8D1,1
CT47B1,GLTSCR1,1
CT47B1,GSC,1
CT47B1,HDAC6,1
CT47B1,HTR1F,1
CT47B1,IL2,1
CT47B1,ITGA4,1
CT47B1,KIAA0556,1
CT47B1,KIF4B,1
CT47B1,KNDC1,1
CT47B1,LILRB5,1
CT47B1,LRP1B,1
CT47B1,LYST,1
CT47B1,MOCS1,1
CT47B1,NDFIP1,1
CT47B1,OR10P1,1
CT47B1,OR51G1,1
CT47B1,PEF1,1
CT47B1,PPARD,1
CT47B1,PRKCD,1
CT47B1,PRKCH,1
CT47B1,PRPF38A,1
CT47B1,SCYL3,1
CT47B1,SEC31A,1
CT47B1,SHPRH,1
CT47B1,SLC17A3,1
